Fall,Major,Total,Male,Female
2016,Electrical & Computer Engr,585,488,97
2016,Electrical Engineering,1151,1003,148
2016,Engineering,25,21,4
2016,Engineering Mechanics,137,117,20
2016,Engineering Physics,226,197,29
2016,Engineering Undeclared,75,45,30
2016,Environ Engr in Civil Engr,118,52,66
2016,Environ Science in Civil Engr,1,0,1
2016,Financial Engineering,121,84,37
2016,General Engineering,219,169,50
2016,Industrial Engineering,353,251,102
2016,Materials Science & Engr,566,397,169
2016,Mechanical Engineering,1269,1050,219
2016,Nondegree,194,155,39
2016,Nuclear Engineering,2,2,0
2016,"Nuclear, Plasma, Radiolgc Engr ",231,200,31
2016,Physics,286,219,67
2016,Systems & Entrepreneurial Engr,20,17,3
2016,Systems Engineering and Design,4,4,0
2016,Theoretical & Applied Mechans,0,0,0
2017,Aerospace Engineering,716,612,104
2017,Agricultural & Biological Engr,152,95,57
2017,Bioengineering,369,187,182
2017,Bioinformatics,6,5,1
2017,Bioinstrumentation,1,1,0
2017,Civil Engineering,1319,957,362
2017,Computer Engineering,1270,1114,156
2017,Computer Science,2048,1557,491
2017,Electrical & Computer Engr,620,512,108
2017,Electrical Engineering,1025,879,146
2017,Engineering,28,24,4
2017,Engineering Mechanics,129,107,22
2017,Engineering Physics,271,230,41
2017,Engineering Undeclared,102,59,42
2017,Environ Engr in Civil Engr,115,53,62
2017,Environ Science in Civil Engr,1,0,1
2017,Financial Engineering,128,88,40
2017,General Engineering,3,3,0
2017,Industrial Engineering,390,275,115
2017,Materials Science & Engr,520,369,151
2017,Mechanical Engineering,1306,1071,235
2017,Nondegree,184,148,36
2017,Nuclear Engineering,2,2,0
2017,"Nuclear, Plasma, Radiolgc Engr ",234,201,33
2017,Physics,297,223,74
2017,Systems & Entrepreneurial Engr,24,21,3
2017,Systems Engineering and Design,228,176,52
2017,Theoretical & Applied Mechans,0,0,0
2018,Aerospace Engineering,686,581,105
2018,Agricultural & Biological Engr,141,88,53
2018,Bioengineering,383,194,189
2018,Bioinformatics,6,4,2
2018,Civil Engineering,1225,901,324
2018,Computer Engineering,1184,1032,152
2018,Computer Science,2318,1757,559
2018,Electrical & Computer Engr,657,545,112
2018,Electrical Engineering,913,786,127
2018,Engineering,34,25,9
2018,Engineering Mechanics,112,96,16
2018,Engineering Physics,275,228,47
2018,Engineering Undeclared,151,94,57
2018,Environ Engr in Civil Engr,99,55,44
2018,Financial Engineering,127,89,38
2018,Industrial Engineering,367,262,105
2018,Materials Science & Engr,504,357,147
2018,Mechanical Engineering,1285,1037,248
2018,Nondegree,181,132,49
2018,"Nuclear, Plasma, Radiolgc Engr ",218,190,28
2018,Physics,290,211,79
2018,Systems & Entrepreneurial Engr,22,22,0
2018,Systems Engineering and Design,249,180,68
2018,Theoretical & Applied Mechans,0,0,0
